Speed;Completion;Penalty;Long_shots;Penalty_Acc;Awnings;Dribbling;Long_pass;Short_pass;Intercepts;Head_game;Selection;Tackle;Result
53;50;42;20;59;51;99;73;45;80;63;51;49;3
72;64;62;36;62;54;65;77;78;66;35;55;37;0
67;24;26;53;52;66;55;59;46;63;37;62;59;3
73;26;24;51;63;45;71;70;59;58;43;50;61;0
73;35;37;55;53;57;48;48;74;44;66;47;51;2
76;50;30;25;45;83;88;76;68;69;61;37;59;3
46;61;59;37;38;68;51;63;58;85;49;64;46;1
80;29;46;56;44;70;93;83;56;79;58;54;37;3
58;30;25;62;42;79;64;45;96;74;42;52;44;2
88;22;42;53;43;58;74;80;96;86;41;36;37;0
76;57;43;31;59;51;77;74;64;89;42;62;55;0
38;59;24;43;41;67;47;99;95;52;69;47;47;1
90;31;26;31;40;64;83;53;69;52;65;56;40;2
67;30;43;64;43;95;87;82;80;67;36;53;38;3
51;22;46;59;56;81;61;79;60;86;66;50;54;3
62;45;51;65;34;96;63;80;69;77;53;53;69;1
94;55;50;21;60;47;91;59;91;80;37;58;47;0
61;35;29;42;60;82;94;78;72;76;70;55;64;3
67;28;44;23;55;60;71;87;93;81;43;65;70;0
80;34;64;60;30;45;99;98;65;84;50;40;48;0
94;21;22;57;30;81;58;83;52;81;58;42;48;3
71;25;34;45;52;96;52;87;61;53;64;69;53;1
70;33;38;27;20;93;75;92;45;76;56;67;65;3
37;32;25;60;46;82;50;80;50;67;69;57;49;3
45;33;32;43;51;63;98;55;76;69;69;69;39;2
74;62;54;21;24;85;55;90;63;87;46;39;58;1
49;33;58;47;61;87;67;64;65;75;44;38;36;2
91;59;56;60;42;90;83;77;60;77;42;35;44;3
30;41;28;43;22;71;93;80;89;47;48;57;59;0
64;46;62;27;24;99;45;87;55;79;64;54;68;1
83;55;49;61;46;96;69;68;85;76;49;46;44;2
43;34;58;56;38;54;96;82;73;81;60;37;62;0
64;47;40;65;49;51;75;85;87;87;39;45;59;0
56;27;35;46;22;46;50;50;51;63;56;58;42;0
35;31;48;44;54;87;74;46;46;40;42;41;48;3
83;46;60;27;57;90;61;70;93;85;40;55;60;1
60;23;43;23;36;52;55;69;55;77;65;64;41;0
39;54;56;25;49;63;62;46;60;49;68;36;69;2
64;52;52;28;30;66;63;95;54;76;39;56;49;3
83;27;45;32;52;80;64;45;70;57;62;49;66;2
45;30;63;28;21;82;68;71;54;46;46;67;55;3
45;49;45;59;25;58;63;45;88;53;63;42;60;2
32;62;55;61;25;95;73;65;73;47;69;69;58;2
41;21;44;31;62;71;62;81;61;51;69;50;44;3
90;33;28;57;52;50;98;68;93;47;50;51;44;0
35;32;40;34;28;59;80;67;46;90;67;54;52;3
88;45;34;57;24;86;73;56;83;54;39;57;62;2
43;57;43;62;42;69;46;94;95;76;35;55;59;1
57;20;64;48;21;64;95;65;88;62;61;50;35;0
53;62;21;54;65;88;73;76;53;69;61;47;41;3
32;39;52;61;21;80;82;62;84;70;48;46;42;2
54;21;57;37;31;70;70;67;55;45;67;45;52;3
75;20;47;38;33;51;56;92;55;50;54;58;43;0
61;23;44;29;54;45;51;53;78;67;58;66;59;0
89;37;53;46;52;51;46;45;73;90;45;67;55;2
92;37;49;39;29;95;46;54;90;82;48;44;64;1
51;28;62;26;31;55;65;69;66;89;41;39;55;0
36;58;21;32;26;48;49;81;99;76;37;46;35;0
30;43;49;29;42;91;51;86;66;65;36;42;68;1
45;61;36;25;46;95;76;66;92;66;60;40;53;2
38;50;24;64;20;65;91;92;45;65;59;51;37;3
40;25;30;32;56;93;84;84;81;47;62;49;64;3
34;34;64;61;61;89;74;98;74;45;66;48;52;3
64;38;31;42;29;95;92;92;56;82;51;57;62;3
45;21;43;43;20;83;46;92;55;40;68;46;49;1
57;53;51;51;25;52;79;86;94;75;62;56;36;0
49;51;29;64;27;84;53;67;46;87;57;51;67;3
31;22;50;48;20;51;56;68;70;88;42;36;53;0
43;53;54;60;45;55;89;51;95;53;35;67;54;2
68;22;23;29;53;52;67;87;66;66;45;65;64;0
83;40;23;55;48;76;92;83;64;68;53;63;50;3
81;21;36;34;40;57;88;61;78;76;43;45;37;0
91;24;41;52;55;96;81;60;66;74;40;44;65;2
33;63;47;35;49;64;65;85;54;73;70;42;48;3
68;41;23;61;26;97;80;73;63;52;42;57;46;3
80;25;35;45;50;56;95;66;92;76;55;65;65;0
94;62;26;20;61;86;92;46;73;49;57;70;38;2
43;61;46;65;36;50;81;47;76;73;48;48;52;2
46;51;30;29;28;66;92;53;64;83;68;59;39;2
51;36;63;53;42;85;80;91;57;56;63;55;49;3
40;26;64;38;42;95;48;60;90;42;54;62;45;1
94;55;29;32;46;54;64;52;47;42;60;60;51;3
81;31;24;22;64;65;79;86;46;45;59;69;38;3
52;59;39;56;57;61;66;57;46;56;41;39;43;3
94;24;45;37;40;48;79;97;62;71;49;64;51;0
92;31;62;51;38;60;67;51;64;79;55;45;56;2
84;51;58;48;65;88;93;60;87;56;50;64;59;2
91;48;42;51;64;46;53;50;97;73;53;38;42;0
58;43;21;37;29;86;76;62;56;69;47;44;63;3
45;42;61;30;40;83;60;78;84;41;68;50;39;1
45;55;30;33;53;80;62;46;89;66;39;57;68;2
45;26;53;24;58;58;64;62;89;42;41;55;44;0
70;20;49;63;24;65;95;49;87;61;48;68;44;2
57;63;51;32;21;76;75;82;85;55;44;68;45;1
64;23;36;64;43;50;51;92;97;57;48;67;55;0
52;44;47;25;55;96;88;83;97;81;41;40;39;2
46;47;40;24;32;87;48;57;64;45;47;43;58;1
35;30;39;62;40;70;88;64;62;84;66;53;46;3
84;27;48;22;44;56;47;98;61;60;66;57;51;1
84;49;32;52;52;45;99;69;60;84;39;59;52;0
79;45;57;24;65;96;46;89;82;43;40;47;43;1
95;52;40;60;20;80;56;47;59;60;66;49;50;2
83;64;54;53;45;69;82;96;86;58;47;49;45;0
87;23;53;38;23;61;51;95;54;73;60;56;59;1
89;24;37;33;33;45;96;55;95;52;52;49;53;0
82;58;30;56;34;88;79;55;45;67;35;69;62;3
77;46;23;46;47;54;89;96;88;48;56;59;54;0
53;49;50;41;42;89;51;50;48;59;68;59;59;3
49;49;41;26;41;77;76;72;71;58;67;38;65;3
31;46;27;23;20;99;96;65;56;56;49;54;40;3
79;32;22;41;27;88;91;46;88;62;58;55;38;2
85;58;31;46;22;45;91;59;74;57;38;55;58;0
48;45;49;50;61;73;49;90;63;54;58;47;65;1
78;46;43;64;38;54;76;78;97;47;43;35;63;0
49;63;57;61;26;67;76;50;61;40;48;42;59;2
71;28;46;44;56;95;60;77;65;83;60;43;65;1
80;52;43;51;24;45;98;56;87;59;42;54;38;0
35;55;37;22;49;59;90;67;60;44;58;58;47;0
63;36;50;59;33;60;71;64;72;79;41;41;41;0
62;57;40;54;28;48;50;85;62;67;57;44;53;0
93;61;29;59;50;65;62;62;48;90;35;67;48;3
34;59;24;58;39;69;66;56;86;82;49;36;43;2
72;24;64;61;35;53;88;61;71;73;48;36;63;0
90;43;48;20;64;95;53;67;62;78;41;69;41;1
68;49;30;59;60;74;58;78;60;48;61;37;68;1
74;38;27;43;55;84;55;66;71;89;68;37;62;1
37;61;62;27;57;80;92;46;64;87;68;70;63;2
88;37;55;49;34;90;93;63;88;66;54;50;36;2
36;51;50;50;35;73;50;66;81;68;41;70;39;1
92;40;58;29;39;66;52;56;92;77;70;50;38;1
31;26;46;55;39;90;85;56;47;85;55;56;40;3
53;36;52;32;55;55;53;69;95;47;53;52;62;1
67;31;22;59;65;78;75;58;69;68;39;57;41;2
85;65;36;30;28;79;56;94;63;47;54;44;38;1
81;45;61;61;39;54;53;62;73;64;59;51;68;1
92;49;53;43;48;48;64;93;91;42;55;58;46;0
31;26;63;40;47;71;64;67;95;59;70;41;42;1
52;40;32;54;34;69;49;89;95;62;65;55;65;1
78;26;34;62;40;80;72;51;78;57;49;51;68;2
34;65;38;62;59;98;98;59;83;56;44;43;49;2
50;61;21;58;58;75;78;86;93;50;69;52;65;0
44;49;59;55;25;92;54;73;54;46;54;64;47;3
64;40;49;52;35;88;96;62;63;87;47;36;54;2
77;35;21;49;36;85;52;87;78;54;69;52;36;1
34;49;58;56;40;56;73;98;85;62;64;65;41;0
37;54;52;33;63;84;53;60;71;76;60;65;36;1
42;42;23;38;38;51;46;62;96;47;63;59;60;1
58;59;28;65;56;45;82;53;79;49;69;60;60;0
84;65;63;28;54;94;82;51;99;81;54;50;55;2
63;40;47;49;38;50;56;61;80;41;46;65;42;0
54;26;61;65;26;87;89;63;97;45;65;53;46;2
43;26;38;20;52;62;98;97;48;79;59;68;49;3
51;20;65;48;38;62;49;90;83;40;36;60;68;1
41;20;51;26;44;94;63;70;76;47;66;44;60;1
42;34;40;64;38;84;72;47;68;42;37;61;57;2
69;52;36;25;26;52;94;60;64;71;63;40;38;0
37;30;43;34;25;48;45;95;99;86;69;46;56;1
31;38;46;33;31;94;90;93;69;60;40;39;42;3
57;64;45;49;29;45;95;74;65;70;45;45;53;0
85;45;26;42;59;51;89;53;89;88;69;56;69;0
64;40;23;52;62;68;84;85;73;72;48;43;55;0
33;61;61;54;49;45;89;55;88;72;55;55;44;0
36;25;38;49;51;92;90;94;69;67;55;35;58;3
50;42;59;36;48;60;55;57;76;81;61;55;70;1
43;46;36;29;28;58;56;97;69;72;51;63;63;1
42;22;22;64;45;64;63;85;48;56;59;59;65;3
43;48;21;24;37;88;53;83;93;50;65;41;66;1
76;65;63;59;39;89;57;90;53;45;55;49;36;3
54;62;39;49;42;67;57;94;64;56;50;59;39;1
48;58;21;48;52;59;73;67;77;65;56;55;52;0
85;26;20;37;50;93;68;75;87;43;43;36;49;1
60;41;27;23;45;74;69;80;79;46;63;68;57;1
54;22;48;61;25;92;78;46;84;75;51;36;38;2
83;59;65;29;61;54;87;73;50;64;65;61;66;3
71;30;42;35;47;91;65;48;72;53;42;39;62;2
67;63;20;41;55;55;98;47;87;79;59;44;68;2
65;49;46;21;47;52;83;62;90;62;41;65;41;0
34;46;20;31;23;76;85;93;48;85;35;41;64;3
42;52;42;47;34;93;94;74;98;47;57;60;63;2
50;64;62;27;53;48;83;98;69;70;63;46;41;0
60;60;60;24;48;65;95;95;87;47;54;42;63;0
83;48;22;22;34;89;87;54;96;71;36;49;64;2
78;24;31;32;29;77;76;51;74;84;40;63;63;2
50;53;52;58;52;91;88;77;76;51;67;53;56;3
75;24;65;43;32;45;49;82;75;50;61;41;50;0
68;33;30;37;32;61;86;80;58;81;60;48;50;3
95;40;50;44;61;64;60;91;57;52;42;65;36;3
70;57;62;45;49;82;89;53;84;80;66;35;63;2
40;63;55;38;28;64;81;76;51;90;37;67;69;3
69;54;27;60;22;46;58;99;89;56;55;49;47;0
76;55;24;54;24;92;57;48;52;83;40;41;45;2
60;41;37;59;42;66;72;71;75;69;67;60;52;0
34;20;63;39;35;91;67;45;50;77;53;44;54;2
64;20;54;62;26;46;59;73;65;67;63;61;38;0
32;46;23;34;43;52;58;91;80;90;42;70;58;0
50;41;29;53;33;60;80;50;88;50;53;40;43;2
49;60;24;34;42;49;99;60;52;61;54;39;46;0
40;21;41;28;49;95;83;55;96;51;36;50;42;2
89;23;60;47;30;48;71;82;55;67;53;66;53;0
75;28;52;35;31;59;58;67;93;52;41;42;69;1
71;38;58;52;62;85;81;45;49;49;61;45;67;2
44;62;38;57;47;96;65;94;67;52;45;57;48;1
61;60;20;23;44;93;96;58;73;90;39;51;61;2
34;43;48;27;57;60;86;46;65;41;67;67;42;2
68;48;37;49;34;54;72;74;92;68;51;38;48;0
68;65;41;31;37;50;85;99;55;90;43;56;46;0
42;26;39;43;56;69;48;90;54;68;45;52;42;1
71;52;51;45;41;49;83;60;63;57;67;40;63;0
32;24;41;45;25;98;55;80;50;64;37;51;43;3
54;57;47;44;53;51;76;57;68;60;46;41;52;0
74;37;57;52;47;82;51;99;86;74;60;44;37;1
93;22;31;30;51;87;75;45;92;67;49;47;52;2
59;62;43;43;32;68;91;81;97;63;51;39;37;0
62;46;25;56;49;93;71;79;93;85;40;43;67;1
40;23;28;64;61;74;63;62;54;85;53;48;45;3
88;59;24;26;31;48;98;76;65;61;40;63;44;0
79;52;30;38;56;48;90;58;88;62;64;37;62;0
95;31;60;42;47;77;99;67;85;49;64;59;46;2
67;54;26;44;29;55;84;47;93;46;52;43;69;2
87;27;35;61;32;84;53;83;89;49;35;49;56;1
83;57;22;49;25;96;71;98;65;57;43;66;41;3
82;37;25;40;63;69;82;48;56;81;42;59;35;2
66;64;52;55;61;72;54;59;47;76;58;42;41;3
52;37;63;61;38;96;85;47;58;57;66;38;35;2
65;35;58;50;62;84;81;88;53;60;58;52;54;3
53;39;24;35;29;94;72;55;58;43;65;47;63;2
87;26;65;57;48;81;63;66;55;77;56;42;70;3
34;38;54;37;43;55;55;54;99;57;50;61;47;2
81;49;32;51;50;53;50;65;74;54;55;58;64;1
73;60;30;34;65;91;52;99;60;45;55;37;35;1
40;61;45;31;58;73;45;90;63;51;45;54;50;1
91;22;27;57;59;81;71;90;60;88;63;66;40;3
93;41;61;34;42;62;57;62;51;58;68;65;42;3
50;23;48;59;23;71;48;54;74;42;42;57;36;1
49;26;58;58;28;69;98;56;54;82;47;69;44;3
55;29;65;25;44;45;81;73;93;65;45;56;37;0
46;48;38;48;27;53;48;67;77;54;44;63;55;1
60;47;60;25;55;79;47;73;81;40;65;57;52;1
56;59;40;48;52;68;68;57;55;47;68;57;37;3
60;37;44;32;51;63;65;72;99;46;37;63;53;0
80;21;23;28;40;51;87;64;74;51;68;55;41;0
85;27;64;26;65;66;47;70;71;85;41;55;37;1
56;58;49;31;28;71;60;67;99;82;38;51;35;1
58;58;30;26;31;72;68;46;90;40;37;57;56;2
31;58;23;41;55;50;53;73;63;48;66;59;68;0
32;40;54;32;59;75;92;97;98;75;50;70;52;0
35;30;35;50;31;97;65;61;47;87;35;53;67;3
79;35;49;60;49;99;89;58;97;80;57;64;46;2
45;60;24;20;62;75;50;55;87;86;66;35;35;1
50;56;41;22;45;71;99;54;86;78;35;37;56;2
36;29;42;25;20;85;79;79;67;50;56;40;46;3
78;45;54;25;62;45;96;68;75;83;35;43;56;0
81;54;24;21;20;51;65;78;97;77;65;42;45;0
46;49;54;41;46;78;76;93;80;74;53;70;42;1
71;63;35;29;61;57;78;81;83;69;47;56;51;0
81;23;40;49;25;76;92;86;94;66;61;55;62;0
72;64;65;57;45;97;84;63;91;61;62;59;45;2
39;48;45;37;60;87;53;64;55;78;54;39;50;1
60;49;40;54;54;56;55;65;96;60;63;40;69;1
45;42;60;50;64;88;71;67;50;72;35;44;69;3
48;34;40;38;58;99;83;61;99;78;44;51;51;2
42;23;44;61;40;87;49;74;63;47;60;48;41;1
56;50;33;27;36;78;81;75;64;76;42;59;38;3
74;36;40;25;62;51;67;49;91;84;57;70;51;2
43;31;52;62;65;81;45;61;45;67;40;52;66;3
79;30;62;43;20;92;78;81;83;78;65;67;52;1
92;56;38;47;51;97;76;63;68;47;56;63;54;2
37;30;63;56;65;55;89;79;46;47;58;48;58;3
51;24;34;26;54;57;64;91;67;43;37;44;61;0
62;26;42;49;55;91;70;78;76;70;39;39;41;1
50;27;48;39;50;64;86;76;87;58;35;41;57;0
60;53;60;62;25;97;90;64;81;90;43;48;50;2
94;35;39;52;57;87;55;67;48;80;63;39;66;3
47;20;58;48;54;70;52;72;61;85;39;59;51;1
33;28;48;30;28;59;59;70;82;76;60;54;55;1
92;57;31;29;45;64;56;85;65;63;48;58;60;1
68;43;60;50;60;73;81;63;52;49;55;35;69;3
33;26;50;40;29;68;64;95;93;57;46;60;53;1
79;46;26;42;22;92;67;96;92;76;48;49;59;1
91;59;57;50;61;59;84;99;47;75;37;45;66;3
44;40;49;49;43;63;87;71;70;55;42;48;55;0
70;25;57;30;25;58;79;74;66;70;59;39;59;0
70;36;59;52;35;78;73;45;72;41;49;43;61;2
82;25;52;61;45;96;88;67;67;86;36;50;38;3
33;46;52;64;60;74;74;68;63;80;59;50;57;3
41;49;61;55;39;59;71;64;47;48;67;37;48;3
60;25;34;21;49;50;91;66;91;69;42;48;40;0
68;64;28;37;57;62;78;89;76;44;64;48;42;0
76;54;57;48;44;45;46;63;75;74;62;45;44;0
83;58;31;57;52;49;67;80;87;89;68;58;47;0
59;60;27;32;46;98;81;56;52;55;41;45;66;3
84;28;55;27;20;91;87;47;66;84;39;41;68;2
86;21;44;57;46;53;50;75;98;51;53;53;68;1
85;47;25;45;38;45;48;85;62;55;47;59;65;0
63;65;26;44;40;51;90;55;99;74;39;46;44;0
32;45;26;26;32;73;93;68;67;61;41;44;61;3
50;20;36;24;33;63;51;92;96;75;58;52;44;1
70;62;65;22;51;71;62;93;84;43;65;48;52;1
84;35;51;30;45;75;79;76;94;81;40;50;61;0
90;50;21;57;42;48;93;45;98;65;70;65;42;2
60;32;37;57;45;72;96;62;96;48;37;50;69;2
43;39;41;35;51;74;62;51;91;90;60;55;53;2
82;27;32;26;35;81;74;54;79;50;62;68;64;2
56;63;27;24;58;47;66;57;94;52;62;62;54;0
66;24;22;32;44;66;49;60;74;59;45;49;70;1
56;35;21;58;22;92;91;74;98;82;53;68;69;2
92;40;26;41;22;45;53;71;46;43;63;39;66;0
34;20;33;25;49;90;52;92;93;57;48;69;66;1
47;51;21;26;38;81;56;91;49;76;61;69;46;3
47;39;24;64;21;59;83;56;69;77;52;53;55;2
71;41;47;39;34;70;46;78;73;56;47;48;59;1
92;20;59;45;21;64;72;55;80;84;59;46;39;2
82;63;39;20;30;76;78;48;86;43;44;45;67;2
35;46;41;25;46;96;58;93;48;81;43;65;50;3
95;20;26;20;27;90;67;94;56;79;65;53;38;3
35;51;29;23;38;81;91;61;47;71;59;36;46;3
36;54;58;30;61;71;45;66;79;48;45;35;42;1
95;48;42;58;61;53;51;50;66;85;58;57;57;2
70;33;47;34;38;66;81;75;63;53;62;57;45;3
49;57;36;42;29;49;80;50;77;74;35;59;67;0
58;56;38;23;51;48;65;50;83;60;35;42;56;0
59;26;49;42;64;62;53;45;81;40;55;67;60;2
76;43;30;31;65;82;71;82;63;87;38;66;48;3
32;23;63;20;26;99;57;52;66;56;36;61;55;2
44;46;21;37;28;65;82;64;58;46;49;54;37;3
47;50;34;53;20;58;79;60;63;80;35;57;58;0
51;60;40;29;64;50;90;67;53;76;63;70;52;0
81;49;51;27;20;99;85;56;56;71;59;43;55;3
80;57;63;48;53;96;74;53;57;49;44;58;35;2
57;39;50;21;56;57;91;57;70;79;59;67;62;2
59;37;43;31;28;68;47;75;76;63;58;63;62;1
68;49;36;41;23;53;97;72;83;60;41;61;48;0
45;27;41;59;51;94;81;61;61;66;61;52;68;3
42;28;35;20;44;94;79;92;47;52;70;59;45;3
62;60;32;59;51;65;62;77;84;87;50;47;44;1
53;40;32;47;28;75;95;58;77;62;45;35;43;2
78;56;48;64;37;89;94;98;96;41;68;58;68;0
67;39;60;50;28;74;46;84;60;84;68;47;60;1
84;39;58;58;50;91;97;66;95;54;46;45;39;2
36;59;38;31;22;98;65;74;72;90;68;58;62;1
46;62;61;63;37;79;65;48;89;73;49;62;42;2
44;46;36;65;42;92;72;51;83;40;56;39;58;2
65;40;54;56;37;56;88;94;90;80;58;64;39;0
42;40;26;50;58;83;94;57;68;64;63;37;51;2
76;26;42;28;63;75;93;74;86;89;57;48;60;2
75;38;32;46;58;59;93;74;72;82;63;42;70;0
63;37;26;36;29;91;96;74;68;40;35;35;42;3
34;64;65;52;40;90;60;60;86;84;55;52;52;2
64;40;28;65;58;99;55;90;86;72;62;55;60;1
86;46;22;32;43;45;82;52;94;71;52;59;58;0
53;39;24;39;64;67;58;45;48;50;37;61;70;2
55;55;22;42;64;67;88;84;99;85;50;44;48;0
72;35;39;57;28;52;78;45;56;62;56;64;58;2
95;37;37;59;23;74;50;58;94;90;67;55;58;1
38;39;37;57;32;53;51;90;51;60;70;35;54;3
54;63;44;45;49;80;61;48;84;51;61;59;65;2
60;59;49;25;43;79;99;94;76;52;43;54;70;3
39;25;56;39;64;93;97;64;80;71;49;36;53;2
44;22;50;58;51;55;55;91;88;50;59;59;51;1
62;40;37;26;21;71;63;67;95;80;36;48;54;1
32;62;30;24;37;55;92;62;69;63;45;70;51;0
34;50;49;20;29;45;80;61;76;77;45;70;69;0
36;57;62;58;65;56;96;58;54;71;57;46;61;3
81;21;46;61;43;87;54;51;81;85;60;44;49;2
83;38;55;32;21;51;95;98;78;48;45;48;68;0
77;62;49;55;50;60;76;81;82;50;55;35;48;0
94;53;24;51;37;93;93;73;61;85;53;49;54;3
70;27;51;20;37;51;85;73;93;46;61;61;67;0
42;31;38;24;50;92;98;80;90;41;48;51;48;2
63;59;61;40;26;63;58;68;67;55;41;68;46;1
86;31;48;36;30;91;59;78;56;59;65;60;35;3
72;23;62;46;55;99;57;54;93;77;63;68;44;2
81;48;61;57;35;98;93;64;73;64;57;61;48;2
91;34;48;58;56;81;54;87;87;83;49;46;53;1
82;56;65;33;37;47;83;54;47;74;61;53;55;3
67;35;45;38;52;68;91;82;81;80;47;67;59;0
87;44;41;58;38;62;68;45;50;71;53;38;60;2
84;38;45;24;47;81;63;77;98;67;65;39;44;1
78;22;64;51;54;67;59;94;56;90;58;67;56;3
94;62;26;59;36;47;82;79;96;54;58;49;49;0
78;34;27;49;34;71;51;87;85;52;56;38;48;1
83;51;37;37;41;78;89;56;75;63;42;49;57;2
48;27;45;52;63;87;58;80;52;44;59;40;35;3
34;42;37;45;53;90;89;85;78;73;36;68;55;3
58;59;24;53;59;97;83;59;54;86;70;59;45;3
47;44;52;35;51;52;96;91;68;56;37;37;60;0
85;42;48;63;51;57;50;95;64;62;44;50;68;1
34;62;23;51;25;49;75;70;91;53;39;60;70;0
35;30;28;35;50;78;60;84;94;76;55;68;70;1
79;62;56;35;64;69;61;55;61;69;37;53;65;2
77;43;57;43;54;73;88;97;71;47;35;49;59;3
89;44;54;24;54;97;95;79;73;52;62;58;64;3
73;55;28;55;41;61;96;52;81;84;49;49;59;2
71;44;61;63;51;65;61;58;60;80;67;50;70;2
62;61;28;58;26;60;92;45;91;43;56;41;43;2
37;60;56;56;39;93;95;51;59;45;35;70;63;2
62;44;59;51;32;53;47;86;95;48;41;56;58;1
54;54;63;61;34;54;70;55;74;78;66;36;49;0
90;35;36;48;30;60;52;57;48;69;58;48;35;3
80;33;47;49;63;88;61;98;52;80;39;65;56;3
